id,category,status,method,question,correctAnswer,source,quarantined,note
q147168,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilket antikt folk förknippas med demokratins tidiga utveckling i Aten?,Grekerna,,False,
q147169,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilket fartyg sjönk på sin jungfruresa 1912?,Titanic,,False,
q147170,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vem skrev de 95 teserna som förknippas med reformationens början?,Martin Luther,,False,
q147171,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilket imperium hade Konstantinopel som huvudstad?,Bysantinska riket,,False,
q147172,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Ny kunskapsfråga: Vilket år landade Apollo 11 på månen?,1969,,False,
q147173,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vem var den första romerska kejsaren?,Augustus,,False,
q147174,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilket år undertecknades Magna Carta?,1215,,False,
q147175,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilken stad begravdes av Vesuvius år 79?,Pompeji,,False,
q147176,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilken drottning regerade England under den spanska armadans nederlag 1588?,Elizabeth I,,False,
q147177,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilket rike hade Konstantinopel som huvudstad?,Bysantinska riket,,False,
q147178,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vem ledde den första expeditionen som nådde Sydpolen?,Roald Amundsen,,False,
q147179,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilken forntida kultur använde kilskrift tidigt?,Sumererna,,False,
q147180,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilken stad var centrum för renässansen under familjen Medici?,Florens,,False,
q147181,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vem skrev de 95 teserna 1517?,Martin Luther,,False,
q147182,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilket år började franska revolutionen?,1789,,False,
q147183,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilket år slutade första världskriget?,1918,,False,
q147184,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilket år började andra världskriget i Europa?,1939,,False,
q147185,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilken stad begravdes vid Vesuvius utbrott år 79?,Pompeji,,False,
q147186,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilken drottning regerade Storbritannien 1837–1901?,Victoria,,False,
q147187,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vem var Frankrikes kejsare 1804?,Napoleon Bonaparte,,False,
q147188,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilket år nådde Columbus Karibien?,1492,,False,
q147189,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilket år ägde franska revolutionens stormning av Bastiljen rum?,1789,,False,
q147190,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilket år upplöstes Sovjetunionen?,1991,,False,
q147191,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilken antik stad var centrum för demokratin i klassiska Grekland?,Aten,,False,
q147192,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilket år ägde slaget vid Hastings rum?,1066,,False,
q147193,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Vilken egyptisk skrift tydde Rosettastenen?,Hieroglyfer,,False,
q147194,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Historiskt Nobel-faktum: hur många priskategorier finns på NobelPrize.org?,6,,False,
q147195,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Historiskt Nobel-faktum: i vilken månad tillkännages Nobelprisen normalt?,Oktober,,False,
q147196,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Historiskt Nobel-faktum: vilket datum hålls Nobelprisceremonierna?,10 december,,False,
q147197,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Historiskt Nobel-faktum: vilket år delades Nobelprisen ut första gången?,1901,,False,
q147198,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Historiskt Nobel-faktum: vad kallas en person eller organisation som får Nobelpriset?,Nobelpristagare / laureat,,False,
q147199,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Historiskt Nobel-faktum: vad består varje Nobelpris av enligt NobelPrize.org?,"Medalj, personligt diplom och prissumma",,False,
q147200,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Historiskt Nobel-faktum: vilken växt förknippas med ordet laureat?,Lager,,False,
q147201,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Historiskt Nobel-faktum: vilken gud i grekisk mytologi nämns i förklaringen till lagerkransen?,Apollo,,False,
q147202,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Historiskt Nobel-faktum: ungefär hur mycket lämnade Alfred Nobel till fonden i sitt testamente?,Mer än 31 miljoner SEK,,False,
q147203,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Historiskt Nobel-faktum: vilket mål angav Alfred Nobel för priserna?,Största nytta för mänskligheten,,False,
q147204,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år grundades Förenta nationerna (FN)?,1945,,False,
q147205,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket datum undertecknades FN-stadgan i San Francisco?,26 juni 1945,,False,
q147206,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket datum trädde FN-stadgan i kraft?,24 oktober 1945,,False,
q147207,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: i vilken stad hölls konferensen 1945 där FN-stadgan utarbetades och undertecknades?,San Francisco,,False,
q147208,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: hur många ursprungliga medlemsstater hade FN när organisationen bildades 1945?,51,,False,
q147209,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilken Apollo-mission genomförde den första bemannade månlandningen?,Apollo 11,,False,
q147210,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år sköts Apollo 11 upp?,1969,,False,
q147211,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket datum landade Apollo 11:s månlandare på månen?,20 juli 1969,,False,
q147212,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vem var befälhavare på Apollo 11?,Neil Armstrong,,False,
q147213,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vad hette Apollo 11:s månlandare?,Eagle,,False,
q147214,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vad hette Apollo 11:s kommandomodul?,Columbia,,False,
q147215,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket datum antog den amerikanska kontinentalkongressen självständighetsförklaringen?,4 juli 1776,,False,
q147216,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vem skrev det första utkastet till USA:s självständighetsförklaring?,Thomas Jefferson,,False,
q147217,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: hur många personer ingick i kommittén som utsågs att utarbeta USA:s självständighetsförklaring?,5,,False,
q147218,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket datum antogs Lee-resolutionen om amerikansk självständighet?,2 juli 1776,,False,
q147219,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vem tryckte de första officiella exemplaren av USA:s självständighetsförklaring?,John Dunlap,,False,
q147220,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket datum började de flesta delegaterna skriva under den pergamentversion av USA:s självständighetsförklaring som finns bevarad?,2 augusti 1776,,False,
q147221,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år antog den amerikanska kontinentalkongressen självständighetsförklaringen?,1776,,False,
q147222,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vem författade huvuddelen av det ursprungliga utkastet till den amerikanska självständighetsförklaringen?,Thomas Jefferson,,False,
q147223,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket datum antogs texten till USA:s självständighetsförklaring?,4 juli 1776,,False,
q147224,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket datum började delegaterna skriva under den pergamentversion av USA:s självständighetsförklaring som visas i National Archives?,2 augusti 1776,,False,
q147225,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vem föreslog självständighetsresolutionen i den amerikanska kontinentalkongressen i juni 1776?,Richard Henry Lee,,False,
q147226,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilken pamflett av Thomas Paine bidrog till opinionen för amerikansk självständighet?,Common Sense,,False,
q147227,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år delades Nobelprisen ut för första gången?,1901,,False,
q147228,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år dog Alfred Nobel?,1896,,False,
q147229,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år skrevs Alfred Nobels sista testamente?,1895,,False,
q147230,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år landade Apollo 11 på månen?,1969,,False,
q147231,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vem blev den första människan att gå på månen?,Neil Armstrong,,False,
q147232,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vem blev den andra människan att gå på månen?,Buzz Aldrin,,False,
q147233,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vad kallades månlandningsmodulen i Apollo 11-uppdraget?,Eagle,,False,
q147234,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år började euro användas som elektronisk valuta och bokföringsvaluta?,1999,,False,
q147235,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: när började eurosedlar och euromynt cirkulera i de första euroländerna?,2002,,False,
q147236,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: när arrangerades den allra första Academy Awards-ceremonin?,1929,,False,
q147237,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år grundades Academy of Motion Picture Arts and Sciences?,1927,,False,
q147238,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år antogs USA:s konstitution?,1787,,False,
q147239,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år ratificerades Bill of Rights i USA?,1791,,False,
q147240,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: hur många kolonier röstade ja till Lees självständighetsresolution den 2 juli 1776 medan New York avstod?,12,,False,
q147241,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år föll Berlinmuren?,1989,,False,
q147242,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilken civilisation byggde Machu Picchu?,Inkariket,,False,
q147243,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år började första världskriget?,1914,,False,
q147244,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år slutade andra världskriget i Europa?,1945,,False,
q147245,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vem var den första människan på månen?,Neil Armstrong,,False,
q147246,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket antikt folk förknippas med demokratins tidiga utveckling i Aten?,Grekerna,,False,
q147247,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket fartyg sjönk på sin jungfruresa 1912?,Titanic,,False,
q147248,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vem skrev de 95 teserna som förknippas med reformationens början?,Martin Luther,,False,
q147249,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket imperium hade Konstantinopel som huvudstad?,Bysantinska riket,,False,
q147250,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: ny kunskapsfråga: Vilket år landade Apollo 11 på månen?,1969,,False,
q147251,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vem var den första romerska kejsaren?,Augustus,,False,
q147252,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år undertecknades Magna Carta?,1215,,False,
q147253,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilken stad begravdes av Vesuvius år 79?,Pompeji,,False,
q147254,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilken drottning regerade England under den spanska armadans nederlag 1588?,Elizabeth I,,False,
q147255,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket rike hade Konstantinopel som huvudstad?,Bysantinska riket,,False,
q147256,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vem ledde den första expeditionen som nådde Sydpolen?,Roald Amundsen,,False,
q147257,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilken forntida kultur använde kilskrift tidigt?,Sumererna,,False,
q147258,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilken stad var centrum för renässansen under familjen Medici?,Florens,,False,
q147259,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vem skrev de 95 teserna 1517?,Martin Luther,,False,
q147260,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år började franska revolutionen?,1789,,False,
q147261,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år slutade första världskriget?,1918,,False,
q147262,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år började andra världskriget i Europa?,1939,,False,
q147263,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilken stad begravdes vid Vesuvius utbrott år 79?,Pompeji,,False,
q147264,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilken drottning regerade Storbritannien 1837–1901?,Victoria,,False,
q147265,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vem var Frankrikes kejsare 1804?,Napoleon Bonaparte,,False,
q147266,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år nådde Columbus Karibien?,1492,,False,
q147267,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år ägde franska revolutionens stormning av Bastiljen rum?,1789,,False,
q147268,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år upplöstes Sovjetunionen?,1991,,False,
q147269,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilken antik stad var centrum för demokratin i klassiska Grekland?,Aten,,False,
q147270,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilket år ägde slaget vid Hastings rum?,1066,,False,
q147271,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: vilken egyptisk skrift tydde Rosettastenen?,Hieroglyfer,,False,
q147272,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: historiskt Nobel-faktum: hur många priskategorier finns på NobelPrize.org?,6,,False,
q147273,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: historiskt Nobel-faktum: i vilken månad tillkännages Nobelprisen normalt?,Oktober,,False,
q147274,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: historiskt Nobel-faktum: vilket datum hålls Nobelprisceremonierna?,10 december,,False,
q147275,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: historiskt Nobel-faktum: vilket år delades Nobelprisen ut första gången?,1901,,False,
q147276,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: historiskt Nobel-faktum: vad kallas en person eller organisation som får Nobelpriset?,Nobelpristagare / laureat,,False,
q147277,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: historiskt Nobel-faktum: vad består varje Nobelpris av enligt NobelPrize.org?,"Medalj, personligt diplom och prissumma",,False,
q147278,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: historiskt Nobel-faktum: vilken växt förknippas med ordet laureat?,Lager,,False,
q147279,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: historiskt Nobel-faktum: vilken gud i grekisk mytologi nämns i förklaringen till lagerkransen?,Apollo,,False,
q147280,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: historiskt Nobel-faktum: ungefär hur mycket lämnade Alfred Nobel till fonden i sitt testamente?,Mer än 31 miljoner SEK,,False,
q147281,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: I en quiz: historiskt Nobel-faktum: vilket mål angav Alfred Nobel för priserna?,Största nytta för mänskligheten,,False,
q147282,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Kunskapsfråga – vilket år grundades Förenta nationerna (FN)?,1945,,False,
q147283,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Kunskapsfråga – vilket datum undertecknades FN-stadgan i San Francisco?,26 juni 1945,,False,
q147284,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Kunskapsfråga – vilket datum trädde FN-stadgan i kraft?,24 oktober 1945,,False,
q147285,Historia,reviewed-pass,manual-semantic-review-canonical-fact,En fråga för den här kategorin: Kunskapsfråga – i vilken stad hölls konferensen 1945 där FN-stadgan utarbetades och undertecknades?,San Francisco,,False,
q147286,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år grundades Förenta nationerna (FN)?,1945,,False,
q147287,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum undertecknades FN-stadgan i San Francisco?,26 juni 1945,,False,
q147288,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum trädde FN-stadgan i kraft?,24 oktober 1945,,False,
q147289,Historia,reviewed-pass,manual-semantic-review-canonical-fact,I vilken stad hölls konferensen 1945 där FN-stadgan utarbetades och undertecknades?,San Francisco,,False,
q147290,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Hur många ursprungliga medlemsstater hade FN när organisationen bildades 1945?,51,,False,
q147291,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken Apollo-mission genomförde den första bemannade månlandningen?,Apollo 11,,False,
q147292,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år sköts Apollo 11 upp?,1969,,False,
q147293,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum landade Apollo 11:s månlandare på månen?,20 juli 1969,,False,
q147294,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem var befälhavare på Apollo 11?,Neil Armstrong,,False,
q147295,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vad hette Apollo 11:s månlandare?,Eagle,,False,
q147296,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vad hette Apollo 11:s kommandomodul?,Columbia,,False,
q147297,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum antog den amerikanska kontinentalkongressen självständighetsförklaringen?,4 juli 1776,,False,
q147298,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem skrev det första utkastet till USA:s självständighetsförklaring?,Thomas Jefferson,,False,
q147299,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Hur många personer ingick i kommittén som utsågs att utarbeta USA:s självständighetsförklaring?,5,,False,
q147300,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum antogs Lee-resolutionen om amerikansk självständighet?,2 juli 1776,,False,
q147301,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem tryckte de första officiella exemplaren av USA:s självständighetsförklaring?,John Dunlap,,False,
q147302,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum började de flesta delegaterna skriva under den pergamentversion av USA:s självständighetsförklaring som finns bevarad?,2 augusti 1776,,False,
q147303,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år antog den amerikanska kontinentalkongressen självständighetsförklaringen?,1776,,False,
q147304,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem författade huvuddelen av det ursprungliga utkastet till den amerikanska självständighetsförklaringen?,Thomas Jefferson,,False,
q147305,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum antogs texten till USA:s självständighetsförklaring?,4 juli 1776,,False,
q147306,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum började delegaterna skriva under den pergamentversion av USA:s självständighetsförklaring som visas i National Archives?,2 augusti 1776,,False,
q147307,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem föreslog självständighetsresolutionen i den amerikanska kontinentalkongressen i juni 1776?,Richard Henry Lee,,False,
q147308,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken pamflett av Thomas Paine bidrog till opinionen för amerikansk självständighet?,Common Sense,,False,
q147309,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år delades Nobelprisen ut för första gången?,1901,,False,
q147310,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år dog Alfred Nobel?,1896,,False,
q147311,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år skrevs Alfred Nobels sista testamente?,1895,,False,
q147312,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år landade Apollo 11 på månen?,1969,,False,
q147313,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem blev den första människan att gå på månen?,Neil Armstrong,,False,
q147314,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem blev den andra människan att gå på månen?,Buzz Aldrin,,False,
q147315,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vad kallades månlandningsmodulen i Apollo 11-uppdraget?,Eagle,,False,
q147316,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år började euro användas som elektronisk valuta och bokföringsvaluta?,1999,,False,
q147317,Historia,reviewed-pass,manual-semantic-review-canonical-fact,När började eurosedlar och euromynt cirkulera i de första euroländerna?,2002,,False,
q147318,Historia,reviewed-pass,manual-semantic-review-canonical-fact,När arrangerades den allra första Academy Awards-ceremonin?,1929,,False,
q147319,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år grundades Academy of Motion Picture Arts and Sciences?,1927,,False,
q147320,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år antogs USA:s konstitution?,1787,,False,
q147321,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år ratificerades Bill of Rights i USA?,1791,,False,
q147322,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Hur många kolonier röstade ja till Lees självständighetsresolution den 2 juli 1776 medan New York avstod?,12,,False,
q147323,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år antog den amerikanska kontinentalkongressen självständighetsförklaringen?,1776,,False,
q147324,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år antog den amerikanska kontinentalkongressen självständighetsförklaringen?,1776,,False,
q147325,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken person författade huvuddelen av det ursprungliga utkastet till den amerikanska självständighetsförklaringen?,Thomas Jefferson,,False,
q147326,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem författade huvuddelen av det ursprungliga utkastet till den amerikanska självständighetsförklaringen?,Thomas Jefferson,,False,
q147327,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande datum antogs texten till USA:s självständighetsförklaring?,4 juli 1776,,False,
q147328,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum antogs texten till USA:s självständighetsförklaring?,4 juli 1776,,False,
q147329,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande datum började delegaterna skriva under den pergamentversion av USA:s självständighetsförklaring som visas i National Archives?,2 augusti 1776,,False,
q147330,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum började delegaterna skriva under den pergamentversion av USA:s självständighetsförklaring som visas i National Archives?,2 augusti 1776,,False,
q147331,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken person föreslog självständighetsresolutionen i den amerikanska kontinentalkongressen i juni 1776?,Richard Henry Lee,,False,
q147332,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vem föreslog självständighetsresolutionen i den amerikanska kontinentalkongressen i juni 1776?,Richard Henry Lee,,False,
q147333,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken av följande pamflett av Thomas Paine bidrog till opinionen för amerikansk självständighet?,Common Sense,,False,
q147334,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilken pamflett av Thomas Paine bidrog till opinionen för amerikansk självständighet?,Common Sense,,False,
q147335,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år delades Nobelprisen ut för första gången?,1901,,False,
q147336,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år delades Nobelprisen ut för första gången?,1901,,False,
q147337,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år dog Alfred Nobel?,1896,,False,
q147338,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år dog Alfred Nobel?,1896,,False,
q147339,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år skrevs Alfred Nobels sista testamente?,1895,,False,
q147340,Historia,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år skrevs Alfred Nobels sista testamente?,1895,,False,
